

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2019-10-01T11:06:32PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA	DEC	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Separation	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
85	SDSS J001140.41+321143.1	  2.91841 	  32.19532 	G	 46940	 0.156575 	    	     	  0.000	1	0	0	1	1	0	0
86	SDSS J001142.96+322212.0	  2.92903 	  32.37001 	G	 39492	 0.131731 	    	     	  0.000	1	0	0	1	1	0	0
87	SDSS J001144.06+000721.5	  2.93358 	   0.12266 	G	 56758	 0.189323 	SPEC	18.7g	  0.000	1	0	16	3	1	4	0
88	SDSS J001145.73+323734.5	  2.94057 	  32.62626 	G	 59564	 0.198684 	    	     	  0.000	1	0	0	1	1	0	0
89	SDSS J001145.93+322859.2	  2.94137 	  32.48312 	G	 37596	 0.125407 	    	     	  0.000	1	0	0	1	1	0	0
90	SDSS J001149.86+320421.6	  2.95776 	  32.07268 	G	 47184	 0.157389 	    	     	  0.000	1	0	0	1	1	0	0
91	SDSS J001158.81-085508.9	  2.99506 	  -8.91914 	G	 40512	 0.135133 	    	18.4g	  0.000	10	0	36	4	3	8	0
92	SDSS J001200.22+320818.8	  3.00094 	  32.13856 	G	 40604	 0.135440 	    	     	  0.000	1	0	0	1	1	0	0
93	SDSS J001212.18+320801.5	  3.05075 	  32.13376 	G	 46789	 0.156071 	    	     	  0.000	1	0	0	1	1	0	0
94	SDSS J001213.60+321443.9	  3.05670 	  32.24555 	G	 47275	 0.157692 	    	     	  0.000	1	0	0	1	1	0	0
95	SDSS J001218.66-004239.3	  3.07779 	  -0.71092 	G	 45797	 0.152761 	SPEC	20.9g	  0.000	1	0	15	2	1	4	0
96	SDSS J001219.01+000234.8	  3.07923 	   0.04302 	G	 57081	 0.190403 	SPEC	21.3g	  0.000	0	0	15	2	1	4	0
97	SDSS J001232.18+320905.6	  3.13412 	  32.15158 	G	 48790	 0.162746 	    	     	  0.000	1	0	0	1	1	0	0
