

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2019-10-01T10:19:11PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA	DEC	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Separation	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
130	SDSS J022208.48-001850.0	 35.53534 	  -0.31391 	G	234738	 0.783000 	PHOT	22.8g	  0.000	1	0	15	1	1	4	0
131	SDSS J022208.61+000303.2	 35.53591 	   0.05092 	G	228742	 0.763000 	PHOT	23.5g	  0.000	1	0	15	1	1	3	0
132	SDSS J022208.80-002515.1	 35.53669 	  -0.42087 	G	229941	 0.767000 	PHOT	23.0g	  0.000	1	0	15	1	1	4	0
133	SDSS J022209.10-000231.0	 35.53794 	  -0.04196 	G	260520	 0.869000 	PHOT	21.1g	  0.000	1	0	15	1	1	4	0
134	SDSS J022209.21+001134.8	 35.53840 	   0.19302 	G	248528	 0.829000 	PHOT	22.5g	  0.000	1	0	15	1	1	3	0
135	SDSS J022209.55+004857.3	 35.53982 	   0.81593 	G	229341	 0.765000 	PHOT	22.6g	  0.000	1	0	15	1	1	4	0
136	SDSS J022209.91+005121.1	 35.54132 	   0.85586 	G	295595	 0.986000 	PHOT	23.6g	  0.000	1	0	15	1	1	3	0
137	SDSS J022210.68-001123.2	 35.54452 	  -0.18979 	G	230241	 0.768000 	PHOT	21.7g	  0.000	1	0	15	1	1	3	0
138	SDSS J022211.24+001158.9	 35.54683 	   0.19972 	G	227543	 0.759000 	PHOT	22.5g	  0.000	1	0	15	1	1	3	0
139	SDSS J022211.29+000816.6	 35.54707 	   0.13797 	G	234438	 0.782000 	PHOT	22.4g	  0.000	1	0	15	1	1	4	0
140	SDSS J022211.32-000449.4	 35.54720 	  -0.08042 	G	229641	 0.766000 	PHOT	24.3g	  0.000	1	0	15	1	1	4	0
141	SDSS J022211.34-002341.3	 35.54727 	  -0.39483 	G	277008	 0.924000 	PHOT	22.5g	  0.000	1	0	15	1	1	4	0
