

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2019-10-13T19:35:44PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
106|SDSS J001122.53-010849.4|  2.84390 |  -1.14708 |G|816935| 2.725000 |PHOT|21.6g|  0.000|2|0|6|2|1|4|0
107|WISEA J001128.76-005233.9|  2.86948 |  -0.87622 |G|701798| 2.340945 |SPEC|21.9g|  0.000|6|0|27|5|3|4|0
108|WISE J001130.39+005751.8|  2.87668 |   0.96441 |QSO|446820| 1.490431 |    |20.5g|  0.000|72|0|59|20|24|8|0
109|WISEA J001131.42+004718.2|  2.88093 |   0.78843 |QSO|567003| 1.891319 |    |19.6i|  0.000|27|0|24|8|11|4|0
110|SDSS J001138.43-104458.2|  2.91015 | -10.74952 |QSO|381771| 1.273451 |    |18.8g|  0.000|35|0|34|9|16|8|0
111|WISEA J001157.78-103735.1|  2.99066 | -10.62645 |QSO|557247| 1.858776 |    |18.7g|  0.000|33|0|43|9|16|8|0
112|WISEA J001205.37-005554.3|  3.02250 |  -0.93169 |G|769070| 2.565341 |SPEC|21.8g|  0.000|7|0|12|6|4|0|0
113|WISEA J001220.48-010013.4|  3.08535 |  -1.00371 |G|318889| 1.063698 |SPEC|22.0g|  0.000|1|0|27|3|1|4|0
114|SDSS J001233.34+010010.3|  3.13894 |   1.00288 |QSO|363886| 1.213794 |    |19.8i|  0.000|20|0|15|8|11|4|0
115|SDSS J001316.04-090550.2|  3.31685 |  -9.09730 |G|411789| 1.373580 |SPEC|21.8g|  0.000|0|0|15|2|1|4|0
116|SDSS J001324.48-021152.7|  3.35246 |  -2.19784 |G|784555| 2.616992 |SPEC|20.39|  0.000|4|0|1|4|2|0|0
117|WISEA J001331.80+005953.3|  3.38268 |   0.99824 |G|431797| 1.440318 |SPEC|21.1g|  0.000|2|0|27|3|1|4|0
118|SDSS J001342.44-002412.4|  3.42687 |  -0.40351 |QSO|494807| 1.650498 |    |18.2g|  0.000|38|0|49|13|21|8|0
119|WISEA J001343.12+002949.5|  3.42950 |   0.49718 |G|1379398| 4.601175 |SPEC|23.5g|  0.000|0|0|27|3|1|4|0
120|SDSS J001344.03+011455.9|  3.43357 |   1.24887 |G|667943| 2.228019 |SPEC|22.1g|  0.000|5|0|15|4|3|4|0
121|SDSS J001346.98+144715.3|  3.44579 |  14.78760 |G|1580580| 5.272248 |SPEC|21.8g|  0.000|0|0|15|2|1|4|0
122|WISEA J001402.98+154459.8|  3.51225 |  15.75005 |G|396152| 1.321419 |SPEC|21.4g|  0.000|0|0|27|3|1|4|0
123|WISEA J001410.97-084428.5|  3.54580 |  -8.74144 |QSO|527925| 1.760969 |    |19.8g|  0.000|32|0|40|7|14|8|0
124|SDSS J001422.03-005740.1|  3.59181 |  -0.96116 |G|397225| 1.325000 |PHOT|19.67|  0.000|7|0|10|6|5|4|0
125|WISEA J001429.14-004038.2|  3.62141 |  -0.67751 |QSO|658045| 2.195000 |    |21.0g|  0.000|1|0|31|3|2|4|0
126|SDSS J001435.23+005805.3|  3.64682 |   0.96816 |G|320778| 1.070000 |PHOT|22.1g|  0.000|1|0|25|3|1|4|0
127|WISEA J001435.97+010614.4|  3.64988 |   1.10420 |G|667217| 2.225597 |SPEC|21.4g|  0.000|6|0|27|5|3|4|0
128|SDSS J001448.61+005223.7|  3.70257 |   0.87327 |G|899378| 3.000000 |PHOT|22.1g|  0.000|1|0|25|3|1|4|0
129|LBQS 0012+0040|  3.71481 |   0.94875 |QSO|440418| 1.469076 |    |18.5i|  0.000|43|0|27|10|14|4|0
130|SDSS J001455.48+003042.7|  3.73122 |   0.51190 |G|723257| 2.412524 |SPEC|22.0g|  0.000|6|0|15|4|3|4|0
131|SDSS J001514.93+003119.3|  3.81221 |   0.52205 |G|317210| 1.058100 |SPEC|23.3g|  0.000|3|0|15|2|1|4|0
132|SDSS J001520.39+143429.3|  3.83496 |  14.57485 |G|581963| 1.941220 |SPEC|22.2g|  0.000|0|0|15|2|1|4|0
133|WISEA J001527.60-093136.7|  3.86517 |  -9.52685 |G|547121| 1.825000 |PHOT|19.82|  0.000|4|0|18|3|2|4|0
134|WISEA J001534.93-003527.4|  3.89537 |  -0.59091 |G|677700| 2.260563 |SPEC|21.6g|  0.000|9|0|27|6|4|4|0
135|WISEA J001535.54+005356.2|  3.89809 |   0.89891 |QSO|407775| 1.360190 |    |19.5g|  0.000|36|0|46|12|20|8|0
136|SDSS J001542.03-005625.7|  3.92513 |  -0.94051 |G|832634| 2.777369 |SPEC|21.2g|  0.000|5|0|15|3|2|4|0
137|LBQS 0013-0029|  4.01001 |  -0.20696 |QSO|626657| 2.090302 |    |17.7i|  0.000|158|4|25|20|29|5|0
138|[HB89] 0013-005|  4.04620 |  -0.25346 |QSO|472566| 1.576310 |    |19.3i|  0.000|119|1|52|28|18|4|0
139|SDSS J001613.50+000845.1|  4.05627 |   0.14590 |G|837920| 2.795000 |PHOT|19.9g|  0.000|2|0|10|4|2|4|0
140|SDSS J001615.95+002701.0|  4.06647 |   0.45028 |G|365747| 1.220000 |PHOT|19.8g|  0.000|1|0|21|2|1|4|0
141|WISEA J001623.85+140146.8|  4.09933 |  14.02945 |G|567097| 1.891633 |SPEC|21.8g|  0.000|0|0|27|3|1|4|0
142|SDSS J001628.87-011519.0|  4.12030 |  -1.25535 |G|713865| 2.381198 |SPEC|21.4g|  0.000|6|0|19|4|2|4|0
143|SDSS J001631.71-010426.9|  4.13218 |  -1.07417 |G|1060764| 3.538327 |SPEC|22.0g|  0.000|7|0|15|6|5|4|0
144|SDSS J001635.73-085508.3|  4.14897 |  -8.91900 |G|472332| 1.575531 |SPEC|21.6g|  0.000|0|0|15|2|1|4|0
145|WISEA J001639.16+011228.8|  4.16255 |   1.20818 |G|305788| 1.020000 |PHOT|21.1g|  0.000|1|0|37|4|1|4|0
146|WISEA J001641.75+002653.2|  4.17407 |   0.44800 |UvES|307287| 1.025000 |PHOT|20.4r|  0.000|8|0|37|6|4|4|0
147|SDSS J001655.31-000655.8|  4.23048 |  -0.11555 |G|879954| 2.935209 |SPEC|21.6g|  0.000|4|0|15|3|2|4|0
148|WISEA J001705.96+004926.5|  4.27520 |   0.82392 |G|323776| 1.080000 |PHOT|20.5g|  0.000|2|0|37|4|1|4|0
149|SDSS J001711.09-000819.0|  4.29661 |  -0.13810 |VisS|899378| 3.000000 |PHOT|20.5g|  0.000|1|0|10|3|1|0|0
150|LCSB S0038P|  4.30836 | -10.37766 |G|1203667| 4.015000 |PHOT|18.47|  0.000|4|0|12|4|2|4|0
151|WISEA J001716.70-085404.8|  4.31954 |  -8.90136 |G|763599| 2.547093 |SPEC|21.0g|  0.000|1|0|27|3|1|4|0
152|WISEA J001716.81-010725.4|  4.32011 |  -1.12376 |QSO|349198| 1.164798 |    |19.9r|  0.000|24|0|22|8|13|4|0
153|SDSS J001724.21-000038.0|  4.35090 |  -0.01059 |G|365747| 1.220000 |PHOT|20.4g|  0.000|6|0|17|3|3|4|0
154|WISEA J001724.97-092725.7|  4.35343 |  -9.45730 |G|749202| 2.499070 |SPEC|21.0g|  0.000|1|0|22|5|1|4|0
155|WISEA J001728.74+004444.4|  4.36967 |   0.74583 |G|1143767| 3.815194 |SPEC|18.6g|  0.000|1|0|36|6|1|4|0
156|WISEA J001735.47+140257.9|  4.39778 |  14.04945 |G|343014| 1.144170 |SPEC|21.9g|  0.000|0|0|27|3|1|4|0
157|WISEA J001751.83+003646.0|  4.46595 |   0.61295 |G|485909| 1.620817 |SPEC|21.0g|  0.000|5|0|31|5|2|4|0
158|WISEA J001759.83-000547.7|  4.49932 |  -0.09673 |QSO|543841| 1.814059 |    |19.8i|  0.000|22|0|29|8|11|4|0
159|WISEA J001800.47+154258.5|  4.50198 |  15.71624 |QSO|318878| 1.063662 |    |19.5g|  0.000|25|0|39|6|10|8|1
160|WISEA J001808.67-005711.1|  4.53628 |  -0.95284 |QSO|399413| 1.332299 |    |20.0r|  0.000|21|0|25|9|11|4|0
161|WISEA J001813.90-090108.1|  4.55802 |  -9.01897 |G|387388| 1.292188 |SPEC|20.9g|  0.000|0|0|27|3|1|4|0
162|SDSS J001829.81+011301.3|  4.62422 |   1.21705 |G|326774| 1.090000 |PHOT|21.1g|  0.000|1|0|25|3|1|4|0
163|SDSS J001830.27+005045.0|  4.62614 |   0.84584 |G|347759| 1.160000 |PHOT|21.3g|  0.000|2|0|21|3|2|4|0
164|WISEA J001841.17+010111.8|  4.67157 |   1.01979 |G|427416| 1.425707 |SPEC|21.0g|  0.000|6|0|27|5|2|4|0
165|SDSS J001849.49+003840.4|  4.70623 |   0.64457 |G|437697| 1.460000 |PHOT|20.8g|  0.000|1|0|21|2|1|4|0
166|WISEA J001849.69-102636.0|  4.70722 | -10.44342 |G|562111| 1.875000 |PHOT|19.92|  0.000|4|0|26|6|2|4|0
167|WISEA J001851.77+161621.9|  4.71583 |  16.27264 |G|541425| 1.806000 |    |20.6i|  0.000|5|0|26|4|2|0|0
168|SDSS J001912.47+001242.4|  4.80197 |   0.21180 |G|326774| 1.090000 |PHOT|21.5g|  0.000|1|0|21|2|1|4|0
169|WISEA J001912.99-062411.6|  4.80408 |  -6.40328 |G|1401073| 4.673477 |SPEC|19.53|  0.000|0|0|28|5|1|2|0
170|WISEA J001914.47+155555.9|  4.81028 |  15.93221 |QSO|682354| 2.276086 |    |18.3g|  0.000|39|1|54|11|15|8|1
171|LBQS 0016+0045|  4.83047 |   1.03118 |QSO|694877| 2.317860 |    |18.8g|  0.000|53|0|49|19|26|8|0
172|SDSS J001921.28-000030.1|  4.83867 |  -0.00839 |G|340052| 1.134292 |SPEC|22.7g|  0.000|1|0|15|2|1|4|0
173|WISEA J001922.85-100040.9|  4.84524 | -10.01149 |G|472173| 1.575000 |PHOT|19.90|  0.000|4|0|26|5|2|4|0
174|SDSS J001939.11+010204.4|  4.91299 |   1.03457 |G|473672| 1.580000 |PHOT|22.7g|  0.000|1|0|21|2|1|3|0
175|WISEA J001946.61-005018.8|  4.94399 |  -0.83867 |G|458411| 1.529094 |SPEC|21.1g|  0.000|5|0|31|6|2|4|0
176|SDSS J001946.60-092635.1|  4.94418 |  -9.44311 |QSO|503287| 1.678783 |    |19.6g|  0.000|29|0|32|8|15|8|0
177|WISEA J001947.00-105312.8|  4.94579 | -10.88705 |QSO|455774| 1.520297 |    |19.2g|  0.000|36|0|46|9|15|8|0
178|WISEA J001947.37-104555.0|  4.94768 | -10.76522 |G|532132| 1.775000 |PHOT|20.45|  0.000|3|0|26|5|2|4|0
179|SDSS J001958.03-105049.2|  4.99183 | -10.84700 |G|457184| 1.525000 |PHOT|20.41|  0.000|4|0|10|3|2|4|0
